Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
"Congo, Dem. Rep.",COD,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,12.6,12.6,13.7,13.8,13.8,13.8,13.8,13.8,13.8,14.9
"Congo, Dem. Rep.",COD,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,3.25710608430542,3.59493327498272,2.95476624265172,2.01509020345538,6.91465610167407,1.93016671817991,1.42666404520974,1.33415549788065,1.6307320697536,..
"Congo, Dem. Rep.",COD,Urban population growth (annual %),SP.URB.GROW,4.62115249532824,4.85891255216964,4.97128018053926,4.66039370108128,4.47895616014147,4.52663047033369,4.53754818935617,4.51704169871523,4.54729291863258,4.52218796060245
"Congo, Rep.",COG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,120.682,118.945,117.227,115.695,114.54,113.633,112.715,111.227,109.88,..
"Congo, Rep.",COG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,5.81058893116428,6.76365035154121,7.30993971951451,6.78839255400222,7.3469917082119,10.6904243097029,9.09674868938002,8.0419106943363,8.95211587630601,9.44033992685759
"Congo, Rep.",COG,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,0.0207207207207207,0.0207207207207207,0.0207207207207207,0.0207207207207207,0.0207207207207207,0.0207207207207207,0.0207207207207207,..,..,..
"Congo, Rep.",COG,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,91.2,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,30.11949285,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,297.395960946967,304.44979220823,306.484139165477,312.595862427181,358.041904255927,369.559749346013,383.049881512506,458.981319957369,..,..
"Congo, Rep.",COG,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,552.356622008088,561.321718306384,548.018753920295,552.165155128985,582.586127914209,586.736109679603,588.291763608764,627.585966198745,..,..
"Congo, Rep.",COG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,40.8570487934502,42.068526050081,47.9627316588394,62.2105922950548,56.1988143702835,40.7190432792988,52.8365708586233,63.8121468562925,56.8959278033859,52.779644095169
"Congo, Rep.",COG,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,6776694503.4,6666379338.7,7327526314.8,7043574267.9,8397253562.3,8223877439.2,8254466304,7862003141.4,7779155931.2,..
"Congo, Rep.",COG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.607,4.546,4.496,4.442,4.38,4.329,4.28,4.215,4.157,..
"Congo, Rep.",COG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,4279839199.11278,50608700.3526123,4416953730,4315250920,-1427679257.05894,-1983178866.50125,-320209517.696022,532256250,626473710,..
"Congo, Rep.",COG,Forest area (sq. km),AG.LND.FRST.K2,220150,220030,219910,219760,219610,219460,219310,219160,..,..
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,12434793867.3568,10931328150.8478,11834473039.3645,14773900288.5135,13976637779.9763,11468687464.0046,14825690210.9157,15817030156.9459,15321055818.3263,15719985776.3966
"Congo, Rep.",COG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.415193061293763,-8.68524343913786,-5.59477371915547,-2.30431780125842,1.12447391976529,-6.26777227963225,1.01507036990908,1.47535613247133,1.90686426346754,2.57966639535138
"Congo, Rep.",COG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,3080,2260,1740,2070,2180,2230,2040,2170,2450,2410
"Congo, Rep.",COG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,4690,3870,3860,5280,5140,4740,5570,5930,6500,6700
"Congo, Rep.",COG,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,15680036449.6115,11826831604.3751,9326600453.48378,11333708128.0311,12270544101.9093,12850227586.213,11998298068.2506,13072467559.8275,15144181833.5315,15243149154.621
"Congo, Rep.",COG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,23908515204.201,20224120130.4975,20651135353.0463,28959041247.2517,28888184780.4629,27296170367.2095,32795168622.1605,35764083586.6213,40213407106.848,42421079373.7547
"Congo, Rep.",COG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,76.7823246780685,71.266855758205,45.8944862253605,29.5270088622039,25.9000965433665,23.7315670324983,21.9769014632722,20.9792068255243,25.2109559920067,26.8446294598014
"Congo, Rep.",COG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,0.926253889837264,1.15950410511852,2.00657411112222,2.52474361763104,6.34219069474197,4.54987327780387,6.53711247460385,4.32722654163177,..,..
"Congo, Rep.",COG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,80,67,70,75,73,68,68,65,65,..
"Congo, Rep.",COG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,76.4636727651309,80.1912922339397,46.6543635995027,38.372624484659,35.3769404227539,28.5875814395408,32.7096322965954,34.3491898359076,39.314466600576,40.4084798287647
"Congo, Rep.",COG,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,48.6789561936062,38.4474514101503,45.9671895089887,54.391991835456,50.1286715725578,33.9517597969829,42.893702942357,49.2455523632312,45.2236339577947,40.1215580309965
"Congo, Rep.",COG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-17.2539875449458,-3.50248728902629,12.3656768528042,22.2344412921584,-1.31736650195613,-13.9995678950009,23.2907180099124,18.2608987808466,-7.56770228699291,-0.013483646331153
"Congo, Rep.",COG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.662,63.911,64.203,64.472,63.152,64.391,64.192,65,65.772,..
"Congo, Rep.",COG,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,154.188321933764,175.376676424384,108.259995670141,99.1004387066506,55.9361995572389,59.3005958296926,66.5331587242893,83.0434023939184,69.2902638426632,63.6132891100634
"Congo, Rep.",COG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,4.59480614297478,3.17813469269901,1.97928115025179,2.14627657925685,2.60118726630221,2.34034890602655,1.90798488893194,2.00045624049447,..
"Congo, Rep.",COG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,102.323,103.858,94.4868,91.189,91.0654,97.6561,95.8615,93.6259,94.8715,..
"Congo, Rep.",COG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,52.7,50.9,49.3,47.7,52.4,44.7,43.3,41.9,40.5,..
"Congo, Rep.",COG,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,100,92.4,101.3,112.1,103.7,79.1,112,126.7,113.7,..
"Congo, Rep.",COG,Net migration,SM.POP.NETM,-18207,-14783,-11601,-8856,-6268,-4472,-4476,-995,-995,-2491
"Congo, Rep.",COG,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,88800003.0517578,86959999.0844727,106940002.441406,146550003.051758,176669998.168945,215729995.727539,204020004.272461,707530029.296875,..,..
"Congo, Rep.",COG,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,29796433.4266576,7710018.0691236,0,0,26242892.954918,12632343.286696,43959696.1855082,43959696.1855081,43959696.1855081,..
"Congo, Rep.",COG,Population density (people per sq. km of land area),EN.POP.DNST,14.9270307467057,15.2929311859444,15.6691390922401,16.0559824304539,16.4470307467057,16.845654465593,17.2538301610542,17.6723396778917,..,..
"Congo, Rep.",COG,Population growth (annual %),SP.POP.GROW,2.41638740919909,2.42169941927317,2.43024073423953,2.43884022378671,2.40634419722279,2.39477691216791,2.39414288318435,2.39665300284304,2.41919038084212,2.39829082784283
"Congo, Rep.",COG,"Population, total",SP.POP.TOTL,5097581,5222536,5351011,5483118,5616661,5752791,5892183,6035104,6182885,6332961
"Congo, Rep.",COG,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,3.6,3.7,3.7,3.8,3.9,4,4,4.1,..,..
"Congo, Rep.",COG,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,70.3246002197266,..,..,65.1861267089844,..,..,..,..,71.8326110839844,..
"Congo, Rep.",COG,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,19.9457149231407,19.4852908143228,16.3081736484861,23.0310575250024,23.6381461363848,18.7448714349599,20.0514136790167,..,..,..
"Congo, Rep.",COG,"School enrollment, primary (% gross)",SE.PRM.ENRR,107.361083312405,..,..,87.6686172485352,..,..,..,..,89.0000305175781,..
"Congo, Rep.",COG,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,..,..,0.952297329902649,..,..,..,..,..,..
"Congo, Rep.",COG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,65.6208031967423,..,..,..,..,..,..
"Congo, Rep.",COG,Surface area (sq. km),AG.SRF.TOTL.K2,342000,342000,342000,342000,342000,342000,342000,342000,..,..
"Congo, Rep.",COG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,12.1951444175552,13.089464226841,10.1352630831832,6.82845231849733,7.1015493816633,8.32448488619369,6.50908825817085,..,..,..
"Congo, Rep.",COG,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,33.6,36.7,36.7,36.8,36.8,33.3,33.3,33.3,33.3,33.3
"Congo, Rep.",COG,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,8.09368231765128,7.82824894809077,..,..,6.37938937317886,13.6490649444663,5.04667374850404,7.62620377805705,8.01185899856244,..
"Congo, Rep.",COG,Urban population growth (annual %),SP.URB.GROW,3.11764809548277,3.11803308579901,3.12176132204792,3.12413345034819,3.08697462379243,3.06933617644036,3.06122507867328,3.05788341972666,3.07461713826991,3.04658907824074
Costa Rica,CRI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,56.579,53.376,51.125,49.006,42.097,33.354,27.871,26.451,26.251,..
Costa Rica,CRI,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,4.74911042906871,4.91435578688065,4.69977633148224,4.48382833719027,4.20205116302573,4.34422556037506,4.36671325934146,4.14007362099534,3.80047657291518,3.562426141669
Costa Rica,CRI,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,2.82656460176991,2.58646902654867,2.15929203539823,2.70235398230088,2.77710619469027,2.77529203539823,3.05029203539823,..,..,..
Costa Rica,CRI,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,90,98.8,98.7,98.5,99,..,..,..,..,..
Costa Rica,CRI,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,77.8,..,..,70.9,..,..,..,..,..,..
Costa Rica,CRI,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,72.3537470412318,77.0030428359715,79.1535437401807,79.9377214913959,78.5386590198465,90.0895284928397,89.7356962841122,80.0791308545798,77.0447187551413,77.2677863043174
Costa Rica,CRI,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1981.09686972166,2068.21535574907,2065.46599074285,2066.0298542625,2090.18686270553,2022.31880373119,2111.26982909841,2125.2458545407,2067.75992674603,..
Costa Rica,CRI,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1024.45144520777,1001.15093508133,972.752740541664,950.307226341185,996.673606298647,948.979659241415,996.593947554107,1009.37503146896,966.971450362323,..
Costa Rica,CRI,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,29.9956578647466,31.2600963003508,32.7626831479388,33.7385107761818,34.3253215592844,31.9064976577611,36.1763570268875,42.4051961143561,38.9156320351955,38.5317940508727
Costa Rica,CRI,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,23588779506.4,25562670955.2,25615909360.8,28369280758.1,29801637994.4,30830818264.4,33661969416.8,38682576390.5,39025118294.5,..
Costa Rica,CRI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.797,1.746,1.714,1.706,1.6,1.448,1.353,1.335,1.33,..
Costa Rica,CRI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2955521680.83967,2620435490.61534,2924906990.98245,3014543618.02812,2719031329.42268,2103003648.9836,3592802258.09677,3673404328.97314,4687479757.85749,5277358748.68206
Costa Rica,CRI,Forest area (sq. km),AG.LND.FRST.K2,29530.3,29694,29857.7,30021.3,30185,30348.7,30512.4,30676.1,..,..
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,56441920820.5538,58847019609.743,60516044656.5298,62420164991.5444,64417670521.3339,62395610759.9798,64960725734.2362,69243626028.6698,86497941438.9809,95350423176.664
Costa Rica,CRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.65208096802883,4.20432325175899,4.1576989627609,2.6159044043379,2.41751181762513,-4.27335432161462,7.93576224743147,4.55149177958398,5.11192183229137,4.32122429647224
Costa Rica,CRI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,10770,11170,11580,12070,12240,11700,12630,13210,14260,15620
Costa Rica,CRI,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,16780,18390,19430,20330,21950,20820,22320,24070,26120,27880
Costa Rica,CRI,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,51883343073.3572,54371622126.0668,56906070536.6717,59845792296.9804,61218526966.7942,58916280571.138,63892747142.2418,67119511463.9894,72788330406.87,80152107545.8222
Costa Rica,CRI,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,80823943562.8561,89513475335.5223,95448235977.7662,100815795984.299,109727494657.547,104811227645.538,112940595813.5,122322718991.029,133362176103.984,142999478288.004
Costa Rica,CRI,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,18.8537264423156,18.8889409779287,18.0648742425179,18.3698605659613,16.0640851994565,16.1630546691397,18.5817848853842,17.6973336495702,15.2565937229588,15.6690245098177
Costa Rica,CRI,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,16.9840779616817,18.4424705219172,18.4952181840988,18.4668840173132,17.5649349958823,15.681961032421,16.9670005542705,21.9748960011818,24.177789153066,..
Costa Rica,CRI,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,93,93,96,94,95,95,89,90,93,..
Costa Rica,CRI,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,30.757904074829,30.9183818762552,32.3092705957879,33.206831240419,31.4352084583213,28.2333885931427,34.6052852757875,39.8223364209329,33.5563670450595,32.7992197177638
Costa Rica,CRI,Income share held by lowest 20%,SI.DST.FRST.20,4.3,4.2,4.4,4.3,4.4,4,4.3,4.5,4.5,4.6
Costa Rica,CRI,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,19.967878467693,19.6500112825377,19.3145397059151,19.5581432646272,19.2336569312099,20.3678511278986,20.6057923604771,20.6464381115517,20.4592538352371,19.7069225451734
Costa Rica,CRI,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,3.95521539715962,1.9587648021262,2.85888372788136,2.19247842793351,2.56679211742168,0.772593246982353,2.37413082598172,6.28038513685492,-0.0879225971163464,0.0471064468914051
Costa Rica,CRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.407,79.988,79.994,80.09,80.296,79.725,78.05,79.316,80.799,..
Costa Rica,CRI,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,45.5246731975906,43.8713806938926,45.5499035940805,47.7153496855297,45.6970886431713,43.6905732117379,55.7598450303488,56.7301313535135,49.7861559287848,50.5210133265456
Costa Rica,CRI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,156.404,171.166,179.931,171.357,146.212,149.223,154.831,154.989,145.789,..
Costa Rica,CRI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,9,8.9,8.9,8.9,9.1,9.4,9.7,10.1,10.5,..
Costa Rica,CRI,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,100,103.3,100.6,98.8,98.6,100.9,97.3,87.8,89.6,..
Costa Rica,CRI,Net migration,SM.POP.NETM,1617,1649,1671,1673,1653,1029,1018,1006,995,967
Costa Rica,CRI,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,111300003.051758,100720001.220703,99260002.1362305,99430000.3051758,55869998.9318848,208500000,79309997.5585938,639890014.648438,..,..
Costa Rica,CRI,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,551988507.633386,545423773.110502,560366619.096707,533509663.136669,553377977.061178,524786747.848096,594130696.449927,620315525.671459,662104340.967022,724796054.747405
Costa Rica,CRI,Population density (people per sq. km of land area),EN.POP.DNST,94.360321190756,95.3191931061496,96.2235996866432,97.0978848413631,97.9152565609087,98.5961613787701,99.0988640814728,99.5253623188406,..,..
Costa Rica,CRI,Population growth (annual %),SP.POP.GROW,1.06246520512643,1.01105286688192,0.944345948457895,0.904494518403601,0.838278384859255,0.6929953994471,0.508564932290693,0.429453043658398,0.46646444898736,0.476482848761595
Costa Rica,CRI,"Population, total",SP.POP.TOTL,4818038,4866998,4913177,4957818,4999553,5034320,5059988,5081765,5105525,5129910
Costa Rica,CRI,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2.4,2.4,1.7,2.3,1.7,3.4,2.2,1.6,1.5,1.3
Costa Rica,CRI,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,23.6,22.9,22.1,22.9,23.9,30,26.2,25.5,24.4,..
Costa Rica,CRI,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,..,..
Costa Rica,CRI,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,2.9,..,..,..,..,..,..
Costa Rica,CRI,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,95.0925064086914,94.5781478881836,94.1781234741211,95.6204299926758,96.4939422607422,96.7528686523438,99.0802307128906,100.99577331543,..,..
Costa Rica,CRI,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,23.4572080583298,24.0079934600588,23.3185966619737,24.3167782701755,27.5354175556825,27.1843242899779,28.2061355248146,28.8914258324396,29.3390402864603,..
Costa Rica,CRI,"School enrollment, primary (% gross)",SE.PRM.ENRR,106.731491088867,107.027153015137,106.603530883789,108.677192687988,110.891120910645,109.79963684082,108.852310180664,107.611297607422,..,..
Costa Rica,CRI,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.01672005653381,1.02941000461578,1.04103004932404,1.04136002063751,1.04131996631622,1.05157005786896,..,..,..,..
Costa Rica,CRI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,117.916282653809,119.994560241699,123.834991455078,128.475006103516,137.016326904297,135.900039672852,141.202713012695,133.159164428711,..,..
Costa Rica,CRI,Surface area (sq. km),AG.SRF.TOTL.K2,51100,51100,51100,51100,51100,51100,51100,51100,..,..
Costa Rica,CRI,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,13.2539942164374,13.5108543354355,13.244102554609,13.1821486851418,13.3201329229222,12.2380289918919,14.0405858577751,14.35419412102,13.9115296591948,..
Costa Rica,CRI,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,3,3,3,3,4.7,4.8,4.8,28.8,28.8,28.2
Costa Rica,CRI,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,15.8448028421587,14.8848622762542,14.9481080824652,15.5066994441108,13.4897470109103,16.3393517499399,11.7126774173635,8.71744340277925,14.6299914841519,..
Costa Rica,CRI,Urban population growth (annual %),SP.URB.GROW,2.26793916710906,2.14046558623061,2.00005280065794,1.89247082125173,1.76164868750263,1.55718721536431,1.31498580923643,1.18436321506495,1.17092679691119,1.13393837175165
Cote d'Ivoire,CIV,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,116.181,113.001,106.786,102.061,99.014,96.903,94.609,93.194,92.085,..
Cote d'Ivoire,CIV,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,18.3620416868752,17.4349684074971,16.9409871496938,17.8526014022659,15.6882063635315,16.9334154768944,16.1805529630135,16.5843332097616,15.2047488386085,17.9226622402562
Cote d'Ivoire,CIV,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.51223321186882,1.51223321186882,1.51223321186882,1.51223321186882,1.51223321186882,1.51223321186882,1.51223321186882,..,..,..
Cote d'Ivoire,CIV,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,73.6,..,..,..,..,84,..,..,..
Cote d'Ivoire,CIV,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,15.49988895,22.2671897514271,21.4880612405033,..,25.5373304407527,21,31.9711571456027,..,..
Cote d'Ivoire,CIV,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,242.371746370227,239.674590472541,272.618059554926,259.756592707161,278.827988881925,290.017976203655,308.099910201629,323.704535370651,..,..
Cote d'Ivoire,CIV,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,383.892794978009,391.655583364613,392.585250514189,358.541401840133,364.149863069511,375.317183892023,468.414497630569,471.775424802239,..,..
Cote d'Ivoire,CIV,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,27.3532437923476,24.9418624533151,25.4987866021143,22.6941999168587,22.6604887650452,20.9934684842997,22.2962678369402,24.2673603262295,24.2511906286167,27.5981087233431
Cote d'Ivoire,CIV,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,11387731266.8,11457186653.5,13449134231.4,16197579095.1,19831484538.4,25106673275.5,29767834091.7,31787359858.9,36547882003.7,..
Cote d'Ivoire,CIV,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.97,4.873,4.757,4.596,4.523,4.461,4.411,4.349,4.283,..
Cote d'Ivoire,CIV,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,494408755.776341,577871524.156215,975014998.795493,620330654.359791,848881139.442877,712915894.481616,1392435143.38301,1599115748.83327,1752557290,..
Cote d'Ivoire,CIV,Forest area (sq. km),AG.LND.FRST.K2,34011.5,32882.6,31753.7,30624.8,29496,28367.1,27238.267,26109.389,..,..
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,45815005169.2651,48407761036.8238,52512343996.69,58522477786.6889,60382894697.3557,63027852805.4204,72794636649.4342,70922824824.0069,79618056323.7639,86538413923.3943
Cote d'Ivoire,CIV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.19494942728191,7.17275963956332,7.41076242592504,4.84314605889178,6.72137167584978,0.699728593494228,7.06332910205232,6.39988362720531,6.45045796902575,5.95000000002031
Cote d'Ivoire,CIV,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1880,1880,1870,2010,2120,2120,2300,2440,2500,2510
Cote d'Ivoire,CIV,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,4310,4430,4550,4810,5360,5380,5860,6500,6950,7350
Cote d'Ivoire,CIV,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,47540059401.8622,48916733337.103,50063915043.6004,55125815646.735,59848852036.5625,61171952028.0076,68303480070.952,74090329055.8019,77791676742.6747,80243465049.4207
Cote d'Ivoire,CIV,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,108731649059.199,115130993832.18,121709257256.731,132046527045.751,151190324519.851,155606848537.078,173671121074.45,197617152625.523,216601852957.293,234597161892.001
Cote d'Ivoire,CIV,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,23.3881494701744,23.1954091913848,20.8188163794498,22.2527904990641,21.9899384954404,21.7428934104601,23.5753170688856,27.4853115364793,26.0965109188638,24.4763359925657
Cote d'Ivoire,CIV,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,7.2097220855326,8.59367223098391,7.01554066796367,6.55999280073843,11.2315188507649,5.11294024947147,3.86336645370502,3.55657032872416,4.41310726011773,..
Cote d'Ivoire,CIV,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,67,73,70,74,71,63,65,62,70,..
Cote d'Ivoire,CIV,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,25.3596209487969,22.6237159080384,23.1637208708339,23.3433087934287,21.9999218180343,20.9491633347529,22.8177649393033,28.5990307151189,27.7522642445316,27.0688192607519
Cote d'Ivoire,CIV,Income share held by lowest 20%,SI.DST.FRST.20,5.7,..,..,7,..,..,7.6,..,..,..
Cote d'Ivoire,CIV,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,20.1215578301808,20.820713814142,19.8085626532407,19.1116818893978,21.6420400540965,20.7022034045474,22.1030350664638,23.0445423474416,22.9160447377737,22.1114422303475
Cote d'Ivoire,CIV,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,4.77568237270827,-1.17983243565696,-1.04167724817084,1.68197647173226,1.98335249260808,1.82838309372076,3.93013137544369,3.00000062873427,2.55136540148222,2.55000000006302
Cote d'Ivoire,CIV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.281,58.814,59.315,59.795,60.274,60.14,60.29,61.562,61.944,..
Cote d'Ivoire,CIV,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,48.3160482427488,40.1939680399576,40.8799119714655,39.0995064894614,38.4231331013285,36.4616577863551,40.2502180773338,48.3878075713414,46.7130217908864,46.6994923615939
Cote d'Ivoire,CIV,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.24392724695093,1.25737962390348,0.983197802304189,1.04836823083765,0.915612640909431,0.989482626607969,0.910633112973165,0.88888634617464,0.886138694874967,..
Cote d'Ivoire,CIV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,100.639,105.625,118.755,123.098,132.574,138.664,150.344,161.232,171.989,..
Cote d'Ivoire,CIV,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,86.1,83.6,81.1,78.5,75.9,73.7,71.4,69.2,67.1,..
Cote d'Ivoire,CIV,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,100,98.8,85.4,86.3,87.3,91.2,85.9,80.8,91.8,..
